match_id,season,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,striker_id,non_striker_id,bowler_id
1175361,2019,2,14.3,Kings XI Punjab,Kolkata Knight Riders,MA Agarwal,DA Miller,Kuldeep Yadav,2,0,,,,,,,,,,00ea847a,d67d5f00,8d2c70ad
598007,2013,1,7.3,Kings XI Punjab,Chennai Super Kings,DJ Hussey,Gurkeerat Singh,DJ Bravo,1,0,,,,,,,,,,fd835ab3,6eb146d2,87e562a9
734003,2014,2,0.1,Chennai Super Kings,Rajasthan Royals,DR Smith,BB McCullum,Ankit Sharma,0,0,,,,,,,,,,35205dfc,b8a55852,24d94623
1136617,2018,2,1.4,Chennai Super Kings,Sunrisers Hyderabad,SK Raina,F du Plessis,Sandeep Sharma,0,0,,,,,,,,,,1dc12ab9,3355b542,ce820073
501208,2011,1,5.5,Deccan Chargers,Royal Challengers Bangalore,S Sohal,KC Sangakkara,DL Vettori,1,0,,,,,,,,,,3fca55af,6b71e6cf,d7c6af50
1254075,2021,1,3.3,Kolkata Knight Riders,Rajasthan Royals,Shubman Gill,N Rana,Mustafizur Rahman,4,0,,,,,,,,,,b4b99816,fb2d1dda,0a8fce53
980905,2016,2,5.1,Gujarat Lions,Kings XI Punjab,AJ Finch,SK Raina,MP Stoinis,1,0,,,,,,,,,,b8d490fd,1dc12ab9,d9273ee7
829753,2015,1,6.4,Chennai Super Kings,Kings XI Punjab,BB McCullum,SK Raina,Anureet Singh,1,0,,,,,,,,,,b8a55852,1dc12ab9,69be866a
501220,2011,2,1.1,Rajasthan Royals,Kings XI Punjab,SA Asnodkar,R Dravid,RJ Harris,1,0,,,,,,,,,,ae091d39,0184dc35,12eddf28
1216505,2020/21,1,7.4,Royal Challengers Bangalore,Delhi Capitals,V Kohli,D Padikkal,AR Patel,1,0,,,,,,,,,,ba607b88,2c25d4f5,2e171977
419106,2009/10,1,10.5,Kolkata Knight Riders,Deccan Chargers,OA Shah,AD Mathews,A Symonds,1,0,,,,,,,,,,7bf96684,896d78ad,bd77eb62
1304071,2022,1,10.5,Kolkata Knight Riders,Sunrisers Hyderabad,N Rana,SP Jackson,J Suchith,0,0,,,,,,,,,,fb2d1dda,acc1aeda,4125d931
501246,2011,1,7.3,Mumbai Indians,Delhi Daredevils,AT Rayudu,RG Sharma,JR Hopes,4,0,,,,,,,,,,70d205c9,740742ef,2498e163
1178410,2019,1,5.1,Royal Challengers Bangalore,Kolkata Knight Riders,AD Nath,V Kohli,M Prasidh Krishna,0,0,,,,,,,,,,f10e94c4,ba607b88,85e0cf10
1304103,2022,1,10.6,Gujarat Titans,Lucknow Super Giants,Shubman Gill,DA Miller,KH Pandya,1,0,,,,,,,,,,b4b99816,d67d5f00,5b8c830e
392195,2009,1,4.2,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,KC Sangakkara,Kamran Khan,0,1,1.0,,,,,,,,,1c914163,6b71e6cf,6ef60d3a
548366,2012,2,17.4,Kings XI Punjab,Deccan Chargers,Gurkeerat Singh,DJ Hussey,DT Christian,4,0,,,,,,,,,,6eb146d2,fd835ab3,2a2e6343
392184,2009,2,6.6,Deccan Chargers,Kolkata Knight Riders,HH Gibbs,RG Sharma,M Kartik,0,0,,,,,,,,,,e1d1b294,740742ef,abfeb126
548350,2012,2,2.3,Kings XI Punjab,Royal Challengers Bangalore,Mandeep Singh,SE Marsh,Z Khan,0,0,,,,,,,,,,c3a96caf,508a1ea7,91a4a398
1136589,2018,2,2.2,Kolkata Knight Riders,Royal Challengers Bangalore,SP Narine,CA Lynn,TG Southee,4,0,,,,,,,,,,9d430b40,45eda7c8,13c35c9e
1136581,2018,2,0.4,Rajasthan Royals,Mumbai Indians,RA Tripathi,AM Rahane,MJ McClenaghan,0,0,,,,,,,,,,77255a9e,29e95537,51a3c5ef
1136606,2018,2,17.1,Chennai Super Kings,Sunrisers Hyderabad,AT Rayudu,MS Dhoni,S Kaul,1,0,,,,,,,,,,70d205c9,4a8a2e3b,dcf81436
501243,2011,1,0.2,Deccan Chargers,Delhi Daredevils,S Dhawan,DB Ravi Teja,M Morkel,4,0,,,,,,,,,,0a476045,b720a5d6,5bb5a915
1304053,2022,1,5.5,Chennai Super Kings,Lucknow Super Giants,MM Ali,RV Uthappa,KH Pandya,6,0,,,,,,,,,,bb351c23,1c17e270,5b8c830e
1082633,2017,1,17.5,Kings XI Punjab,Royal Challengers Bangalore,MM Sharma,AR Patel,SR Watson,4,0,,,,,,,,,,759ac88f,2e171977,4329fbb5
1304110,2022,1,5.5,Delhi Capitals,Punjab Kings,Lalit Yadav,MR Marsh,K Rabada,4,0,,,,,,,,,,ad427b5c,3d8feaf8,e62dd25d
729315,2014,1,12.1,Rajasthan Royals,Kolkata Knight Riders,AM Rahane,SR Watson,Shakib Al Hasan,1,0,,,,,,,,,,29e95537,4329fbb5,7dc35884
598059,2013,1,8.4,Delhi Daredevils,Kings XI Punjab,MC Juneja,DA Warner,PP Chawla,0,0,,,,,,,,,,605b7efa,dcce6f09,98ae73b1
1082623,2017,2,5.5,Kings XI Punjab,Sunrisers Hyderabad,SE Marsh,EJG Morgan,DJ Hooda,2,0,,,,,,,,,,508a1ea7,d2a6c0e6,73ad96ed
733989,2014,1,7.1,Sunrisers Hyderabad,Rajasthan Royals,NV Ojha,KL Rahul,PV Tambe,1,0,,,,,,,,,,890946a0,b17e2f24,6aed7e79
1178430,2019,1,14.4,Chennai Super Kings,Kings XI Punjab,F du Plessis,SK Raina,M Ashwin,4,0,,,,,,,,,,3355b542,1dc12ab9,e2db2409
501209,2011,2,7.1,Kolkata Knight Riders,Rajasthan Royals,JH Kallis,G Gambhir,SK Warne,2,0,,,,,,,,,,86dc8f2e,bb345e0b,bb18be76
336025,2007/08,1,11.6,Kolkata Knight Riders,Chennai Super Kings,Salman Butt,DB Das,M Muralitharan,2,0,,,,,,,,,,4d6d6280,7050a1e7,4ba44e19
1254087,2021,1,15.2,Royal Challengers Bangalore,Kolkata Knight Riders,KA Jamieson,HV Patel,CV Varun,1,0,,,,,,,,,,68c56d09,f986ca1a,5b7ab5a9
501231,2011,2,14.3,Rajasthan Royals,Mumbai Indians,LRPL Taylor,J Botha,MM Patel,1,0,,,,,,,,,,b61a3e1a,7c503806,f0f628c7
598057,2013,2,12.4,Kolkata Knight Riders,Royal Challengers Bangalore,MK Tiwary,JH Kallis,M Kartik,0,0,,,,,,,,,,26e5cabf,86dc8f2e,abfeb126
598058,2013,2,2.2,Rajasthan Royals,Chennai Super Kings,AM Rahane,R Dravid,MM Sharma,0,0,,,,,,,,,,29e95537,0184dc35,759ac88f
1178418,2019,1,0.2,Kolkata Knight Riders,Rajasthan Royals,CA Lynn,Shubman Gill,VR Aaron,0,0,,,,,,,,,,45eda7c8,b4b99816,0a3d54b9
598073,2013,2,2.2,Chennai Super Kings,Mumbai Indians,DJ Bravo,M Vijay,SL Malinga,0,0,,,,,,,,,,87e562a9,4b57e452,a12e1d51
1082642,2017,1,12.3,Delhi Daredevils,Rising Pune Supergiant,MN Samuels,KK Nair,A Zampa,1,0,,,,,,,,,,f846de6a,944533a5,14f96089
1136586,2018,1,13.1,Delhi Daredevils,Kolkata Knight Riders,SS Iyer,PP Shaw,PP Chawla,6,0,,,,,,,,,,85ec8e33,8b3e9c7c,98ae73b1
336040,2007/08,1,3.1,Chennai Super Kings,Rajasthan Royals,PA Patel,S Vidyut,SR Watson,0,1,,,,1.0,,,,,,b5da6c24,756389bd,4329fbb5
1136584,2018,2,12.4,Chennai Super Kings,Royal Challengers Bangalore,AT Rayudu,MS Dhoni,YS Chahal,0,0,,,,,,,,,,70d205c9,4a8a2e3b,57ee1fde
1175359,2019,2,8.6,Rajasthan Royals,Kings XI Punjab,SV Samson,JC Buttler,R Ashwin,1,0,,,,,,,,,,a4cc73aa,99b75528,495d42a5
501247,2011,2,3.6,Royal Challengers Bangalore,Kochi Tuskers Kerala,V Kohli,TM Dilshan,R Vinay Kumar,0,0,,,,,,,,,,ba607b88,5bdcdb72,41eb4a4f
335989,2007/08,2,1.3,Mumbai Indians,Chennai Super Kings,RV Uthappa,ST Jayasuriya,MS Gony,0,0,,,,,,,,,,1c17e270,f233bbb4,ae78bc32
548353,2012,1,15.6,Kolkata Knight Riders,Pune Warriors,DB Das,YK Pathan,AD Mathews,1,0,,,,,,,,,,7050a1e7,3c6ffae8,896d78ad
336008,2007/08,1,8.3,Rajasthan Royals,Mumbai Indians,SR Watson,SA Asnodkar,DJ Bravo,1,0,,,,,,,,,,4329fbb5,ae091d39,87e562a9
392236,2009,1,11.3,Royal Challengers Bangalore,Deccan Chargers,R Dravid,MK Pandey,PP Ojha,1,0,,,,,,,,,,0184dc35,93b4fc78,6c6591ab
1082648,2017,2,0.4,Kolkata Knight Riders,Sunrisers Hyderabad,YK Pathan,RV Uthappa,B Kumar,0,0,,,,,,run out,YK Pathan,,,3c6ffae8,1c17e270,2e81a32d
548306,2012,1,13.1,Chennai Super Kings,Mumbai Indians,S Badrinath,MS Dhoni,PP Ojha,1,0,,,,,,,,,,3576e47e,4a8a2e3b,6c6591ab
1082634,2017,1,19.1,Rising Pune Supergiant,Sunrisers Hyderabad,Washington Sundar,MS Dhoni,S Kaul,1,0,,,,,,,,,,f19ccfad,4a8a2e3b,dcf81436
1254079,2021,1,7.4,Royal Challengers Bangalore,Delhi Capitals,GJ Maxwell,RM Patidar,AR Patel,6,0,,,,,,,,,,b681e71e,c740ea83,2e171977
419142,2009/10,1,10.1,Chennai Super Kings,Mumbai Indians,MS Dhoni,ML Hayden,DJ Bravo,1,0,,,,,,,,,,4a8a2e3b,d8699ab7,87e562a9
501215,2011,1,5.4,Chennai Super Kings,Kochi Tuskers Kerala,SK Raina,M Vijay,NLTC Perera,1,0,,,,,,,,,,1dc12ab9,4b57e452,0f12f9df
1082592,2017,1,5.6,Mumbai Indians,Rising Pune Supergiant,JC Buttler,RG Sharma,DL Chahar,2,0,,,,,,,,,,99b75528,740742ef,23eeb873
598001,2013,1,17.4,Rajasthan Royals,Delhi Daredevils,R Dravid,BJ Hodge,IK Pathan,0,0,,,,,,,,,,0184dc35,b57f8a9a,5fa06777
1178420,2019,2,13.5,Rajasthan Royals,Sunrisers Hyderabad,SV Samson,SPD Smith,Rashid Khan,1,0,,,,,,,,,,a4cc73aa,30a45b23,5f547c8b
548353,2012,2,2.6,Pune Warriors,Kolkata Knight Riders,RV Uthappa,MK Pandey,Iqbal Abdulla,0,0,,,,,,,,,,1c17e270,93b4fc78,85aae393
501271,2011,1,9.3,Chennai Super Kings,Royal Challengers Bangalore,M Vijay,MEK Hussey,A Mithun,0,0,,,,,,,,,,4b57e452,48fd7349,66cf56a5
1304069,2022,2,13.5,Mumbai Indians,Punjab Kings,SA Yadav,KA Pollard,RD Chahar,1,0,,,,,,,,,,271f83cd,a757b0d8,2ed569a0
729309,2014,2,12.3,Delhi Daredevils,Mumbai Indians,KP Pietersen,JP Duminy,RG Sharma,0,0,,,,,,,,,,39f01cdb,2e8994e7,740742ef
548332,2012,2,19.4,Chennai Super Kings,Rajasthan Royals,MS Dhoni,DJ Bravo,STR Binny,1,0,,,,,,,,,,4a8a2e3b,87e562a9,bd17b45f
1175366,2019,2,13.1,Royal Challengers Bangalore,Sunrisers Hyderabad,P Ray Barman,C de Grandhomme,Rashid Khan,1,0,,,,,,,,,,441c72ae,94d7f855,5f547c8b
829721,2015,2,3.5,Rajasthan Royals,Mumbai Indians,AM Rahane,SV Samson,P Suyal,4,0,,,,,,,,,,29e95537,a4cc73aa,cedc1d9a
548306,2012,1,10.4,Chennai Super Kings,Mumbai Indians,DJ Bravo,JA Morkel,KA Pollard,1,0,,,,,,,,,,87e562a9,c3d35165,a757b0d8
419137,2009/10,1,2.2,Chennai Super Kings,Rajasthan Royals,ML Hayden,M Vijay,YK Pathan,0,0,,,,,,,,,,d8699ab7,4b57e452,3c6ffae8
729307,2014,1,3.3,Kings XI Punjab,Kolkata Knight Riders,WP Saha,V Sehwag,M Morkel,4,0,,,,,,,,,,fe11caa6,8ba8195d,5bb5a915
829791,2015,2,0.5,Kolkata Knight Riders,Kings XI Punjab,G Gambhir,RV Uthappa,Sandeep Sharma,0,0,,,,,,,,,,bb345e0b,1c17e270,ce820073
501213,2011,1,4.4,Pune Warriors,Delhi Daredevils,JD Ryder,M Manhas,IK Pathan,0,1,,,1.0,,,,,,,91ffa6c6,c42aaf71,5fa06777
1178418,2019,2,16.5,Rajasthan Royals,Kolkata Knight Riders,R Parag,JC Archer,SP Narine,1,0,,,,,,,,,,04a418e8,5574750c,9d430b40
1082605,2017,1,1.1,Delhi Daredevils,Kings XI Punjab,SW Billings,SV Samson,MM Sharma,0,0,,,,,,,,,,c16d4035,a4cc73aa,759ac88f
1216538,2020/21,1,19.2,Mumbai Indians,Sunrisers Hyderabad,HH Pandya,KA Pollard,S Kaul,0,0,,,,,,bowled,HH Pandya,,,dbe50b21,a757b0d8,dcf81436
1304102,2022,2,6.5,Mumbai Indians,Kolkata Knight Riders,Ishan Kishan,Ramandeep Singh,CV Varun,4,0,,,,,,,,,,752f7486,be24ead0,5b7ab5a9
419121,2009/10,1,9.4,Kings XI Punjab,Chennai Super Kings,IK Pathan,DPMD Jayawardene,L Balaji,0,0,,,,,,,,,,5fa06777,d18f9182,b2b50355
336015,2007/08,1,9.1,Delhi Daredevils,Rajasthan Royals,AB de Villiers,G Gambhir,SK Trivedi,0,0,,,,,,,,,,c4487b84,bb345e0b,3d7e087f
598017,2013,2,17.4,Royal Challengers Bangalore,Delhi Daredevils,V Kohli,KB Arun Karthik,M Morkel,1,0,,,,,,,,,,ba607b88,7daedf2f,5bb5a915
1082610,2017,2,17.4,Gujarat Lions,Royal Challengers Bangalore,RA Jadeja,Ishan Kishan,TM Head,1,0,,,,,,run out,RA Jadeja,,,fe93fd9d,752f7486,12b610c2
419155,2009/10,2,14.5,Delhi Daredevils,Chennai Super Kings,G Gambhir,M Manhas,SK Raina,0,0,,,,,,,,,,bb345e0b,c42aaf71,1dc12ab9
1254100,2021,2,10.6,Sunrisers Hyderabad,Rajasthan Royals,JJ Roy,KS Williamson,R Tewatia,0,1,1.0,,,,,,,,,d1c36f5c,d027ba9f,39a2dfa8
1216519,2020/21,2,2.4,Royal Challengers Bangalore,Delhi Capitals,D Padikkal,AJ Finch,R Ashwin,1,0,,,,,,,,,,2c25d4f5,b8d490fd,495d42a5
392203,2009,1,4.4,Mumbai Indians,Kolkata Knight Riders,SR Tendulkar,Harbhajan Singh,LR Shukla,4,0,,,,,,,,,,d2c2b2d5,8b5b6769,b1451597
829785,2015,1,3.5,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,CH Gayle,MG Johnson,4,0,,,,,,,,,,ba607b88,db584dad,f5180fe6
734035,2014,1,3.4,Royal Challengers Bangalore,Chennai Super Kings,YV Takawale,VH Zol,S Badree,0,0,,,,,,,,,,4e04666c,6dbcf855,76388dc8
548333,2012,2,10.6,Delhi Daredevils,Pune Warriors,V Sehwag,IK Pathan,AD Mathews,1,0,,,,,,,,,,8ba8195d,5fa06777,896d78ad
419164,2009/10,1,16.1,Deccan Chargers,Royal Challengers Bangalore,RJ Harris,Y Venugopal Rao,ND Doshi,0,0,,,,,,,,,,12eddf28,fe763256,6ec424a9
1254101,2021,2,15.3,Royal Challengers Bangalore,Delhi Capitals,GJ Maxwell,KS Bharat,RV Patel,1,0,,,,,,,,,,b681e71e,44a89551,60500956
392220,2009,1,2.1,Deccan Chargers,Rajasthan Royals,TL Suman,AC Gilchrist,M Morkel,0,0,,,,,,,,,,aaa1b522,2b6e6dec,5bb5a915
419163,2009/10,1,15.5,Chennai Super Kings,Deccan Chargers,S Badrinath,S Anirudha,A Symonds,0,0,,,,,,,,,,3576e47e,95a2ea61,bd77eb62
598032,2013,1,6.4,Sunrisers Hyderabad,Rajasthan Royals,A Mishra,DJG Sammy,KK Cooper,0,0,,,,,,,,,,6b19d823,c03c6200,557153ca
336010,2007/08,2,8.3,Royal Challengers Bangalore,Kolkata Knight Riders,MV Boucher,R Dravid,M Kartik,4,0,,,,,,,,,,f3cb53a1,0184dc35,abfeb126
1082646,2017,2,3.5,Delhi Daredevils,Royal Challengers Bangalore,SS Iyer,KK Nair,YS Chahal,6,0,,,,,,,,,,85ec8e33,944533a5,57ee1fde
1216501,2020/21,2,3.6,Chennai Super Kings,Kolkata Knight Riders,SR Watson,AT Rayudu,Shivam Mavi,1,0,,,,,,,,,,4329fbb5,70d205c9,c38d3503
1304068,2022,2,9.6,Royal Challengers Bangalore,Chennai Super Kings,Shahbaz Ahmed,SS Prabhudessai,CJ Jordan,2,0,,,,,,,,,,f9e6e7ef,9385de2e,ffe699c0
829785,2015,1,9.6,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,V Kohli,GJ Maxwell,0,0,,,,,,,,,,db584dad,ba607b88,b681e71e
501228,2011,2,9.2,Chennai Super Kings,Pune Warriors,S Badrinath,M Vijay,Yuvraj Singh,1,0,,,,,,,,,,3576e47e,4b57e452,1c914163
1136588,2018,2,4.5,Rajasthan Royals,Sunrisers Hyderabad,SV Samson,AM Rahane,Sandeep Sharma,1,0,,,,,,,,,,a4cc73aa,29e95537,ce820073
1216533,2020/21,2,0.3,Rajasthan Royals,Chennai Super Kings,BA Stokes,RV Uthappa,DL Chahar,0,0,,,,,,,,,,e087956b,1c17e270,23eeb873
1175356,2019,1,9.4,Royal Challengers Bangalore,Chennai Super Kings,C de Grandhomme,PA Patel,Imran Tahir,0,0,,,,,,,,,,94d7f855,b5da6c24,acee4cc4
1136572,2018,1,4.4,Kings XI Punjab,Chennai Super Kings,KL Rahul,CH Gayle,SN Thakur,4,0,,,,,,,,,,b17e2f24,db584dad,1abb78f8
1254099,2021,2,3.3,Mumbai Indians,Punjab Kings,RG Sharma,Q de Kock,Ravi Bishnoi,0,0,,,,,,caught,RG Sharma,,,740742ef,372455c4,df064e1a
1304056,2022,2,13.6,Delhi Capitals,Gujarat Titans,RR Pant,R Powell,R Tewatia,1,0,,,,,,,,,,919a3be2,650d5e49,39a2dfa8
336028,2007/08,2,0.5,Mumbai Indians,Kings XI Punjab,ST Jayasuriya,SR Tendulkar,S Sreesanth,2,0,,,,,,,,,,f233bbb4,d2c2b2d5,6b8eb6e5
501219,2011,2,9.6,Kolkata Knight Riders,Kochi Tuskers Kerala,EJG Morgan,MK Tiwary,M Muralitharan,0,4,,,4.0,,,,,,,d2a6c0e6,26e5cabf,4ba44e19
419122,2009/10,1,4.6,Kolkata Knight Riders,Mumbai Indians,SC Ganguly,CH Gayle,SL Malinga,0,0,,,,,,,,,,725529bc,db584dad,a12e1d51
1136561,2018,1,17.1,Mumbai Indians,Chennai Super Kings,HH Pandya,KH Pandya,DJ Bravo,1,0,,,,,,,,,,dbe50b21,5b8c830e,87e562a9
1082640,2017,1,4.5,Gujarat Lions,Delhi Daredevils,Ishan Kishan,SK Raina,Z Khan,4,0,,,,,,,,,,752f7486,1dc12ab9,91a4a398
598060,2013,2,1.6,Mumbai Indians,Sunrisers Hyderabad,DR Smith,SR Tendulkar,I Sharma,1,0,,,,,,,,,,35205dfc,d2c2b2d5,5bb1a1c4
1178403,2019,2,11.2,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,AB de Villiers,AJ Tye,0,0,,,,,,,,,,ba607b88,c4487b84,7c7d63a2
734041,2014,1,8.4,Rajasthan Royals,Mumbai Indians,KK Nair,SV Samson,S Gopal,1,0,,,,,,,,,,944533a5,a4cc73aa,7a8bd078
1082628,2017,2,5.1,Mumbai Indians,Royal Challengers Bangalore,JC Buttler,N Rana,YS Chahal,0,0,,,,,,,,,,99b75528,fb2d1dda,57ee1fde
1136573,2018,2,9.5,Delhi Daredevils,Kolkata Knight Riders,GJ Maxwell,V Shankar,TK Curran,1,0,,,,,,,,,,b681e71e,0994d0ae,e86754b2
1254114,2021,1,7.4,Delhi Capitals,Chennai Super Kings,PP Shaw,AR Patel,MM Ali,0,0,,,,,,,,,,8b3e9c7c,2e171977,bb351c23
1082617,2017,1,16.3,Kolkata Knight Riders,Royal Challengers Bangalore,CR Woakes,SA Yadav,TS Mills,0,0,,,,,,caught,CR Woakes,,,4c5d73db,271f83cd,245c97cb
419156,2009/10,1,1.4,Kings XI Punjab,Deccan Chargers,KC Sangakkara,DPMD Jayawardene,RP Singh,2,0,,,,,,,,,,6b71e6cf,d18f9182,c3d1402f
1082598,2017,2,11.1,Kings XI Punjab,Royal Challengers Bangalore,GJ Maxwell,HM Amla,SR Watson,1,0,,,,,,,,,,b681e71e,e798611a,4329fbb5
829821,2015,2,10.4,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,MEK Hussey,HV Patel,0,0,,,,,,,,,,4a8a2e3b,48fd7349,f986ca1a
336037,2007/08,1,5.5,Deccan Chargers,Chennai Super Kings,Y Venugopal Rao,SB Styris,MS Gony,0,0,,,,,,,,,,fe763256,57efa3be,ae78bc32
548355,2012,2,14.3,Mumbai Indians,Chennai Super Kings,RG Sharma,SR Tendulkar,SB Jakati,4,0,,,,,,,,,,740742ef,d2c2b2d5,c8179c68
1254113,2021,2,17.2,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,MS Dhoni,Mohammed Siraj,1,0,,,,,,,,,,1dc12ab9,4a8a2e3b,2f49c897
829747,2015,2,15.5,Mumbai Indians,Delhi Daredevils,RG Sharma,AT Rayudu,NM Coulter-Nile,2,0,,,,,,,,,,740742ef,70d205c9,56ab442f
335987,2007/08,1,6.3,Kings XI Punjab,Rajasthan Royals,KC Sangakkara,JR Hopes,SK Warne,0,0,,,,,,caught and bowled,KC Sangakkara,,,6b71e6cf,2498e163,bb18be76
829725,2015,2,12.4,Delhi Daredevils,Kings XI Punjab,Yuvraj Singh,MA Agarwal,R Dhawan,2,0,,,,,,,,,,1c914163,00ea847a,26a85969
1254104,2021,1,14.5,Chennai Super Kings,Mumbai Indians,RA Jadeja,RD Gaikwad,RD Chahar,1,0,,,,,,,,,,fe93fd9d,45a43fe2,2ed569a0
392199,2009,2,1.5,Royal Challengers Bangalore,Kolkata Knight Riders,SP Goswami,JH Kallis,AB Agarkar,4,0,,,,,,,,,,541f85c9,86dc8f2e,fa463154
548326,2012,1,10.2,Deccan Chargers,Rajasthan Royals,KC Sangakkara,S Dhawan,BJ Hodge,4,0,,,,,,,,,,6b71e6cf,0a476045,b57f8a9a
419125,2009/10,1,18.4,Chennai Super Kings,Mumbai Indians,S Badrinath,SK Raina,Z Khan,1,0,,,,,,,,,,3576e47e,1dc12ab9,91a4a398
734005,2014,2,6.4,Delhi Daredevils,Royal Challengers Bangalore,KP Pietersen,MA Agarwal,Yuvraj Singh,6,0,,,,,,,,,,39f01cdb,00ea847a,1c914163
548315,2012,1,4.3,Kolkata Knight Riders,Royal Challengers Bangalore,G Gambhir,JH Kallis,Z Khan,1,0,,,,,,,,,,bb345e0b,86dc8f2e,91a4a398
1178430,2019,1,5.2,Chennai Super Kings,Kings XI Punjab,F du Plessis,SK Raina,R Ashwin,1,0,,,,,,,,,,3355b542,1dc12ab9,495d42a5
829801,2015,2,16.2,Delhi Daredevils,Chennai Super Kings,SS Iyer,KM Jadhav,RA Jadeja,4,0,,,,,,,,,,85ec8e33,99d63244,fe93fd9d
980913,2016,2,2.4,Delhi Daredevils,Kings XI Punjab,SV Samson,Q de Kock,Sandeep Sharma,0,0,,,,,,,,,,a4cc73aa,372455c4,ce820073
548327,2012,1,9.2,Pune Warriors,Royal Challengers Bangalore,RV Uthappa,SC Ganguly,TM Dilshan,2,0,,,,,,,,,,1c17e270,725529bc,5bdcdb72
336009,2007/08,1,6.7,Delhi Daredevils,Chennai Super Kings,G Gambhir,S Dhawan,M Muralitharan,0,0,,,,,,,,,,bb345e0b,0a476045,4ba44e19
829719,2015,1,6.1,Royal Challengers Bangalore,Sunrisers Hyderabad,V Kohli,KD Karthik,RS Bopara,0,5,5.0,,,,,,,,,ba607b88,c03f1114,7ca5e05d
419125,2009/10,1,15.2,Chennai Super Kings,Mumbai Indians,S Badrinath,SK Raina,Z Khan,1,0,,,,,,,,,,3576e47e,1dc12ab9,91a4a398
501228,2011,1,7.6,Pune Warriors,Chennai Super Kings,Yuvraj Singh,RV Uthappa,TG Southee,0,0,,,,,,,,,,1c914163,1c17e270,13c35c9e
1178422,2019,1,10.4,Kolkata Knight Riders,Mumbai Indians,AD Russell,Shubman Gill,JJ Bumrah,0,0,,,,,,,,,,bbd41817,b4b99816,462411b3
1082633,2017,1,1.2,Kings XI Punjab,Royal Challengers Bangalore,MJ Guptill,SE Marsh,S Aravind,4,0,,,,,,,,,,2be41edb,508a1ea7,957532de
1254083,2021,2,6.6,Royal Challengers Bangalore,Punjab Kings,V Kohli,RM Patidar,Harpreet Brar,0,0,,,,,,,,,,ba607b88,c740ea83,c05edf8e
980903,2016,1,0.2,Delhi Daredevils,Kolkata Knight Riders,MA Agarwal,Q de Kock,AD Russell,0,0,,,,,,,,,,00ea847a,372455c4,bbd41817
1216525,2020/21,1,9.5,Royal Challengers Bangalore,Chennai Super Kings,D Padikkal,V Kohli,KV Sharma,1,0,,,,,,,,,,2c25d4f5,ba607b88,119678fd
1216542,2020/21,1,18.4,Sunrisers Hyderabad,Kings XI Punjab,Abhishek Sharma,KS Williamson,Arshdeep Singh,0,0,,,,,,,,,,f29185a1,d027ba9f,244048f6
548372,2012,2,10.5,Delhi Daredevils,Royal Challengers Bangalore,LRPL Taylor,Y Venugopal Rao,P Parameswaran,1,0,,,,,,,,,,b61a3e1a,fe763256,0c432afb
335988,2007/08,2,4.1,Delhi Daredevils,Deccan Chargers,S Dhawan,V Sehwag,WPUJC Vaas,0,0,,,,,,,,,,0a476045,8ba8195d,bcce309e
419143,2009/10,2,8.6,Rajasthan Royals,Kings XI Punjab,MJ Lumb,NV Ojha,IK Pathan,4,0,,,,,,,,,,11df3dc8,890946a0,5fa06777
419145,2009/10,1,7.1,Royal Challengers Bangalore,Deccan Chargers,JH Kallis,R Dravid,A Symonds,1,0,,,,,,,,,,86dc8f2e,0184dc35,bd77eb62
1175365,2019,1,5.3,Kolkata Knight Riders,Delhi Capitals,CA Lynn,RV Uthappa,HV Patel,0,0,,,,,,,,,,45eda7c8,1c17e270,f986ca1a
335986,2007/08,1,0.6,Deccan Chargers,Kolkata Knight Riders,Y Venugopal Rao,AC Gilchrist,AB Dinda,0,0,,,,,,,,,,fe763256,2b6e6dec,66b30f71
1175363,2019,1,11.6,Rajasthan Royals,Sunrisers Hyderabad,SV Samson,AM Rahane,V Shankar,0,0,,,,,,,,,,a4cc73aa,29e95537,0994d0ae
1304109,2022,1,8.1,Rajasthan Royals,Lucknow Super Giants,YBK Jaiswal,SV Samson,JO Holder,1,0,,,,,,,,,,6c19c6e5,a4cc73aa,0f721006
501264,2011,1,4.2,Deccan Chargers,Kings XI Punjab,S Dhawan,DB Ravi Teja,P Kumar,4,0,,,,,,,,,,0a476045,b720a5d6,e938e1bc
1082621,2017,1,9.6,Royal Challengers Bangalore,Gujarat Lions,P Negi,Mandeep Singh,Ankit Soni,1,0,,,,,,,,,,f62772e5,c3a96caf,f18ba07f
392237,2009,1,9.1,Delhi Daredevils,Deccan Chargers,TM Dilshan,V Sehwag,Harmeet Singh,1,0,,,,,,,,,,5bdcdb72,8ba8195d,2a72fd4f
501219,2011,2,0.6,Kolkata Knight Riders,Kochi Tuskers Kerala,JH Kallis,MS Bisla,RP Singh,0,0,,,,,,,,,,86dc8f2e,5afd4539,c3d1402f
