match_id,season,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,striker_id,non_striker_id,bowler_id
1136604,2018,2,5.4,Kings XI Punjab,Kolkata Knight Riders,CH Gayle,KL Rahul,AD Russell,0,0,,,,,,caught,CH Gayle,,,db584dad,b17e2f24,bbd41817
598018,2013,1,10.3,Sunrisers Hyderabad,Pune Warriors,BB Samantray,NLTC Perera,MR Marsh,1,0,,,,,,,,,,53f27a35,0f12f9df,3d8feaf8
1254116,2021,2,2.3,Kolkata Knight Riders,Delhi Capitals,Shubman Gill,VR Iyer,Avesh Khan,3,0,,,,,,,,,,b4b99816,a24be938,eef2536f
1216541,2020/21,2,3.2,Rajasthan Royals,Mumbai Indians,SPD Smith,BA Stokes,JJ Bumrah,0,0,,,,,,,,,,30a45b23,e087956b,462411b3
734015,2014,2,0.6,Kolkata Knight Riders,Sunrisers Hyderabad,G Gambhir,RV Uthappa,B Kumar,1,0,,,,,,,,,,bb345e0b,1c17e270,2e81a32d
548367,2012,1,5.5,Royal Challengers Bangalore,Mumbai Indians,SS Tiwary,TM Dilshan,SL Malinga,0,1,1.0,,,,,,,,,709b0bac,5bdcdb72,a12e1d51
548353,2012,2,7.3,Pune Warriors,Kolkata Knight Riders,SPD Smith,M Manhas,JH Kallis,1,0,,,,,,,,,,30a45b23,c42aaf71,86dc8f2e
1178411,2019,1,10.2,Mumbai Indians,Rajasthan Royals,Q de Kock,SA Yadav,S Gopal,1,0,,,,,,,,,,372455c4,271f83cd,7a8bd078
729291,2014,1,8.4,Rajasthan Royals,Kings XI Punjab,SR Watson,SV Samson,M Kartik,0,0,,,,,,,,,,4329fbb5,a4cc73aa,abfeb126
1254106,2021,1,11.4,Kolkata Knight Riders,Rajasthan Royals,N Rana,Shubman Gill,GD Phillips,6,0,,,,,,,,,,fb2d1dda,b4b99816,9a46c4e5
501215,2011,2,7.3,Kochi Tuskers Kerala,Chennai Super Kings,BB McCullum,PA Patel,SB Jakati,6,0,,,,,,,,,,b8a55852,b5da6c24,c8179c68
548324,2012,1,12.3,Rajasthan Royals,Royal Challengers Bangalore,AM Rahane,OA Shah,R Vinay Kumar,1,0,,,,,,,,,,29e95537,7bf96684,41eb4a4f
729313,2014,1,11.4,Royal Challengers Bangalore,Kings XI Punjab,JA Morkel,Yuvraj Singh,R Dhawan,1,0,,,,,,,,,,c3d35165,1c914163,26a85969
392220,2009,1,14.3,Deccan Chargers,Rajasthan Royals,WPUJC Vaas,DR Smith,AS Raut,2,0,,,,,,,,,,bcce309e,35205dfc,c69a7b5c
829741,2015,1,12.2,Rajasthan Royals,Kings XI Punjab,DJ Hooda,AM Rahane,GJ Maxwell,0,0,,,,,,,,,,73ad96ed,29e95537,b681e71e
335987,2007/08,1,9.4,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,IK Pathan,SR Watson,1,0,,,,,,,,,,1c914163,5fa06777,4329fbb5
548355,2012,1,14.1,Chennai Super Kings,Mumbai Indians,SK Raina,DJ Bravo,JEC Franklin,0,0,,,,,,caught,SK Raina,,,1dc12ab9,87e562a9,cf73ad76
598058,2013,1,1.4,Chennai Super Kings,Rajasthan Royals,M Vijay,MEK Hussey,JP Faulkner,1,0,,,,,,,,,,4b57e452,48fd7349,808f425a
501211,2011,2,16.5,Royal Challengers Bangalore,Chennai Super Kings,AB de Villiers,JJ van der Wath,S Randiv,1,0,,,,,,,,,,c4487b84,6821ac10,f5f18a18
598054,2013,2,2.5,Delhi Daredevils,Royal Challengers Bangalore,DPMD Jayawardene,V Sehwag,R Rampaul,0,0,,,,,,,,,,d18f9182,8ba8195d,d68e7f48
1254089,2021,1,5.1,Chennai Super Kings,Rajasthan Royals,F du Plessis,RD Gaikwad,Mustafizur Rahman,1,0,,,,,,,,,,3355b542,45a43fe2,0a8fce53
829717,2015,1,1.6,Kings XI Punjab,Mumbai Indians,M Vijay,V Sehwag,P Suyal,0,0,,,,,,,,,,4b57e452,8ba8195d,cedc1d9a
392239,2009,2,1.1,Royal Challengers Bangalore,Deccan Chargers,JH Kallis,MK Pandey,RP Singh,0,0,,,,,,,,,,86dc8f2e,93b4fc78,c3d1402f
548336,2012,1,19.2,Royal Challengers Bangalore,Rajasthan Royals,TM Dilshan,AB de Villiers,KK Cooper,2,0,,,,,,,,,,5bdcdb72,c4487b84,557153ca
501263,2011,1,14.6,Mumbai Indians,Rajasthan Royals,RG Sharma,KA Pollard,J Botha,1,0,,,,,,,,,,740742ef,a757b0d8,7c503806
1178418,2019,1,10.3,Kolkata Knight Riders,Rajasthan Royals,KD Karthik,SP Narine,S Gopal,4,0,,,,,,,,,,c03f1114,9d430b40,7a8bd078
548359,2012,1,6.1,Kings XI Punjab,Deccan Chargers,SE Marsh,Mandeep Singh,S Dhawan,0,0,,,,,,,,,,508a1ea7,c3a96caf,0a476045
548351,2012,1,7.6,Mumbai Indians,Pune Warriors,RG Sharma,SR Tendulkar,B Kumar,1,0,,,,,,,,,,740742ef,d2c2b2d5,2e81a32d
501248,2011,2,11.2,Pune Warriors,Kings XI Punjab,Yuvraj Singh,MK Pandey,PC Valthaty,4,0,,,,,,,,,,1c914163,93b4fc78,25eeb281
548337,2012,1,3.2,Pune Warriors,Delhi Daredevils,RV Uthappa,MK Pandey,UT Yadav,1,0,,,,,,,,,,1c17e270,93b4fc78,cc1e8c68
501235,2011,1,2.1,Pune Warriors,Rajasthan Royals,JD Ryder,MK Pandey,J Botha,0,0,,,,,,,,,,91ffa6c6,93b4fc78,7c503806
1175372,2019,2,16.1,Kolkata Knight Riders,Royal Challengers Bangalore,KD Karthik,AD Russell,NA Saini,1,0,,,,,,,,,,c03f1114,bbd41817,21d4e29b
336037,2007/08,2,10.4,Chennai Super Kings,Deccan Chargers,SK Raina,MS Dhoni,SB Styris,1,0,,,,,,,,,,1dc12ab9,4a8a2e3b,57efa3be
1254073,2021,1,6.1,Rajasthan Royals,Royal Challengers Bangalore,SV Samson,S Dube,YS Chahal,0,0,,,,,,,,,,a4cc73aa,a4e37e47,57ee1fde
548330,2012,1,14.4,Chennai Super Kings,Pune Warriors,S Badrinath,F du Plessis,B Kumar,4,0,,,,,,,,,,3576e47e,3355b542,2e81a32d
336024,2007/08,2,18.1,Deccan Chargers,Mumbai Indians,H Das,DNT Zoysa,CRD Fernando,1,0,,,,,,,,,,0ed0cdbf,e0351c86,342d8ade
548313,2012,2,0.1,Kings XI Punjab,Pune Warriors,AC Gilchrist,PC Valthaty,AB Dinda,1,0,,,,,,,,,,2b6e6dec,25eeb281,66b30f71
1216509,2020/21,2,8.3,Delhi Capitals,Chennai Super Kings,S Dhawan,SS Iyer,KV Sharma,4,0,,,,,,,,,,0a476045,85ec8e33,119678fd
980965,2016,1,14.2,Delhi Daredevils,Rising Pune Supergiants,JP Duminy,SW Billings,R Bhatia,0,0,,,,,,,,,,2e8994e7,c16d4035,33a364a6
1178426,2019,2,5.3,Sunrisers Hyderabad,Mumbai Indians,KS Williamson,MK Pandey,JJ Bumrah,0,0,,,,,,,,,,d027ba9f,93b4fc78,462411b3
729309,2014,2,6.5,Delhi Daredevils,Mumbai Indians,Q de Kock,M Vijay,CJ Anderson,0,0,,,,,,caught,Q de Kock,,,372455c4,4b57e452,8abdf100
1304063,2022,1,19.5,Chennai Super Kings,Sunrisers Hyderabad,RA Jadeja,DJ Bravo,B Kumar,0,1,1.0,,,,,,,,,fe93fd9d,87e562a9,2e81a32d
980959,2016,2,11.5,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell,YK Pathan,YS Chahal,0,0,,,,,,,,,,bbd41817,3c6ffae8,57ee1fde
1136595,2018,1,15.6,Royal Challengers Bangalore,Chennai Super Kings,TG Southee,Mohammed Siraj,L Ngidi,1,0,,,,,,,,,,13c35c9e,2f49c897,f834dcfc
598056,2013,1,16.5,Sunrisers Hyderabad,Kings XI Punjab,NLTC Perera,PA Patel,P Awana,6,0,,,,,,,,,,0f12f9df,b5da6c24,1a0c3177
392236,2009,1,7.5,Royal Challengers Bangalore,Deccan Chargers,RE van der Merwe,MK Pandey,PP Ojha,6,0,,,,,,,,,,05c2ca46,93b4fc78,6c6591ab
598047,2013,2,10.2,Rajasthan Royals,Pune Warriors,R Dravid,AM Rahane,R Sharma,1,0,,,,,,,,,,0184dc35,29e95537,5d9a1a73
981001,2016,2,1.3,Gujarat Lions,Kolkata Knight Riders,BB McCullum,SK Raina,SP Narine,0,0,,,,,,lbw,BB McCullum,,,b8a55852,1dc12ab9,9d430b40
501254,2011,1,18.6,Kochi Tuskers Kerala,Kings XI Punjab,DPMD Jayawardene,RV Gomez,SJ Srivastava,0,0,,,,,,,,,,d18f9182,b2570b38,2049f3a0
1178396,2019,1,5.3,Rajasthan Royals,Kolkata Knight Riders,JC Buttler,SPD Smith,SP Narine,0,0,,,,,,,,,,99b75528,30a45b23,9d430b40
419107,2009/10,2,17.1,Rajasthan Royals,Mumbai Indians,P Dogra,YK Pathan,R Sathish,0,0,,,,,,run out,YK Pathan,,,2728e7e9,3c6ffae8,626c5379
336009,2007/08,2,18.1,Chennai Super Kings,Delhi Daredevils,MS Dhoni,CK Kapugedera,VY Mahesh,0,0,,,,,,caught,MS Dhoni,,,4a8a2e3b,cfad138c,93a17209
501208,2011,1,8.5,Deccan Chargers,Royal Challengers Bangalore,S Sohal,KC Sangakkara,R Ninan,0,0,,,,,,,,,,3fca55af,6b71e6cf,ce4cc4d5
598067,2013,2,15.2,Delhi Daredevils,Pune Warriors,CM Gautam,IK Pathan,WD Parnell,1,0,,,,,,,,,,30a2649b,5fa06777,3a60e0b5
597999,2013,2,2.5,Mumbai Indians,Royal Challengers Bangalore,SR Tendulkar,RT Ponting,JD Unadkat,4,0,,,,,,,,,,d2c2b2d5,7d415ea5,1e66c162
548349,2012,1,10.3,Rajasthan Royals,Delhi Daredevils,R Dravid,SR Watson,P Negi,1,0,,,,,,,,,,0184dc35,4329fbb5,f62772e5
1237177,2020/21,2,15.6,Delhi Capitals,Mumbai Indians,K Rabada,AR Patel,JJ Bumrah,0,0,,,,,,,,,,e62dd25d,2e171977,462411b3
1136606,2018,1,19.2,Sunrisers Hyderabad,Chennai Super Kings,DJ Hooda,Shakib Al Hasan,DJ Bravo,1,0,,,,,,,,,,73ad96ed,7dc35884,87e562a9
501256,2011,2,1.4,Mumbai Indians,Deccan Chargers,AC Blizzard,SR Tendulkar,I Sharma,0,0,,,,,,,,,,1efb8a28,d2c2b2d5,5bb1a1c4
1304098,2022,2,5.6,Rajasthan Royals,Punjab Kings,SV Samson,YBK Jaiswal,Arshdeep Singh,1,0,,,,,,,,,,a4cc73aa,6c19c6e5,244048f6
1254086,2021,1,0.1,Punjab Kings,Delhi Capitals,P Simran Singh,MA Agarwal,I Sharma,0,0,,,,,,,,,,9418198b,00ea847a,5bb1a1c4
419160,2009/10,2,4.1,Delhi Daredevils,Deccan Chargers,G Gambhir,M Manhas,WPUJC Vaas,1,0,,,,,,,,,,bb345e0b,c42aaf71,bcce309e
392221,2009,2,11.6,Royal Challengers Bangalore,Kolkata Knight Riders,LRPL Taylor,R Dravid,BAW Mendis,2,0,,,,,,,,,,b61a3e1a,0184dc35,ea0cdc12
336037,2007/08,2,7.2,Chennai Super Kings,Deccan Chargers,SK Raina,PA Patel,Shahid Afridi,0,0,,,,,,,,,,1dc12ab9,b5da6c24,0dc00542
1216539,2020/21,1,13.1,Delhi Capitals,Chennai Super Kings,RR Pant,SS Iyer,RA Jadeja,4,0,,,,,,,,,,919a3be2,85ec8e33,fe93fd9d
419114,2009/10,1,14.1,Mumbai Indians,Delhi Daredevils,AT Rayudu,SS Tiwary,S Ladda,1,0,,,,,,,,,,70d205c9,709b0bac,fb693839
829737,2015,1,19.1,Mumbai Indians,Royal Challengers Bangalore,HH Pandya,Harbhajan Singh,AN Ahmed,6,0,,,,,,,,,,dbe50b21,8b5b6769,2af1b6d2
335988,2007/08,1,15.1,Deccan Chargers,Delhi Daredevils,SB Bangar,RG Sharma,Mohammad Asif,0,0,,,,,,,,,,0604ef16,740742ef,e03b66ec
1304066,2022,1,4.1,Rajasthan Royals,Lucknow Super Giants,D Padikkal,JC Buttler,PVD Chameera,0,0,,,,,,,,,,2c25d4f5,99b75528,327b58d3
1254080,2021,2,9.6,Chennai Super Kings,Sunrisers Hyderabad,F du Plessis,RD Gaikwad,Rashid Khan,0,0,,,,,,,,,,3355b542,45a43fe2,5f547c8b
980999,2016,2,7.3,Kings XI Punjab,Royal Challengers Bangalore,AR Patel,Gurkeerat Singh,SR Watson,0,0,,,,,,caught,AR Patel,,,2e171977,6eb146d2,4329fbb5
1082604,2017,1,6.6,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,MK Pandey,BCJ Cutting,1,0,,,,,,,,,,1c17e270,93b4fc78,2e11c706
598034,2013,1,13.1,Chennai Super Kings,Kolkata Knight Riders,SK Raina,MEK Hussey,SP Narine,6,0,,,,,,,,,,1dc12ab9,48fd7349,9d430b40
1082639,2017,1,6.2,Kings XI Punjab,Kolkata Knight Riders,WP Saha,SE Marsh,CR Woakes,1,0,,,,,,,,,,fe11caa6,508a1ea7,4c5d73db
1136588,2018,1,9.6,Sunrisers Hyderabad,Rajasthan Royals,KS Williamson,AD Hales,BA Stokes,0,0,,,,,,,,,,d027ba9f,92aeac25,e087956b
981009,2016,1,16.4,Kolkata Knight Riders,Sunrisers Hyderabad,JO Holder,YK Pathan,Mustafizur Rahman,0,0,,,,,,caught,JO Holder,,,0f721006,3c6ffae8,0a8fce53
598025,2013,2,4.2,Kings XI Punjab,Pune Warriors,M Vohra,Mandeep Singh,AB Dinda,3,0,,,,,,,,,,c03e2850,c3a96caf,66b30f71
1082622,2017,1,19.6,Delhi Daredevils,Kolkata Knight Riders,AR Bawne,PJ Cummins,NM Coulter-Nile,1,0,,,,,,,,,,afe3355a,ded9240e,56ab442f
829775,2015,2,10.3,Kings XI Punjab,Mumbai Indians,M Vijay,DA Miller,J Suchith,6,0,,,,,,,,,,4b57e452,d67d5f00,4125d931
1237177,2020/21,2,16.1,Delhi Capitals,Mumbai Indians,AR Patel,K Rabada,NM Coulter-Nile,1,0,,,,,,,,,,2e171977,e62dd25d,56ab442f
734039,2014,1,2.6,Delhi Daredevils,Kings XI Punjab,KD Karthik,KP Pietersen,MG Johnson,4,0,,,,,,,,,,c03f1114,39f01cdb,f5180fe6
392210,2009,2,4.4,Kings XI Punjab,Rajasthan Royals,SM Katich,KC Sangakkara,SK Trivedi,4,0,,,,,,,,,,fdedb37c,6b71e6cf,3d7e087f
548371,2012,1,12.4,Chennai Super Kings,Kings XI Punjab,RA Jadeja,DJ Bravo,DJ Hussey,0,0,,,,,,,,,,fe93fd9d,87e562a9,fd835ab3
1178404,2019,2,0.4,Chennai Super Kings,Kolkata Knight Riders,F du Plessis,SR Watson,M Prasidh Krishna,0,0,,,,,,,,,,3355b542,4329fbb5,85e0cf10
392231,2009,1,10.5,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,SK Raina,BAW Mendis,1,0,,,,,,,,,,4a8a2e3b,1dc12ab9,ea0cdc12
980987,2016,2,4.6,Gujarat Lions,Royal Challengers Bangalore,BB McCullum,RA Jadeja,YS Chahal,0,0,,,,,,caught,BB McCullum,,,b8a55852,fe93fd9d,57ee1fde
548312,2012,1,19.2,Rajasthan Royals,Kolkata Knight Riders,OA Shah,KK Cooper,Iqbal Abdulla,0,0,,,,,,,,,,7bf96684,557153ca,85aae393
419150,2009/10,1,18.5,Mumbai Indians,Rajasthan Royals,SR Tendulkar,R Sathish,SR Watson,1,0,,,,,,,,,,d2c2b2d5,626c5379,4329fbb5
598064,2013,1,6.5,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,CA Pujara,PP Chawla,4,0,,,,,,,,,,db584dad,d4f9dbd4,98ae73b1
598047,2013,1,7.6,Pune Warriors,Rajasthan Royals,RV Uthappa,AJ Finch,STR Binny,0,0,,,,,,,,,,1c17e270,b8d490fd,bd17b45f
598038,2013,2,4.5,Pune Warriors,Chennai Super Kings,Yuvraj Singh,SPD Smith,MM Sharma,0,0,,,,,,caught,Yuvraj Singh,,,1c914163,30a45b23,759ac88f
598036,2013,1,1.3,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,A Mukund,JP Faulkner,0,0,,,,,,,,,,db584dad,6165bca6,808f425a
419124,2009/10,1,12.4,Rajasthan Royals,Kings XI Punjab,FY Fazal,YK Pathan,SJ Srivastava,0,1,1.0,,,,,,,,,c15e2193,3c6ffae8,2049f3a0
1254083,2021,1,1.6,Punjab Kings,Royal Challengers Bangalore,KL Rahul,P Simran Singh,Mohammed Siraj,1,0,,,,,,,,,,b17e2f24,9418198b,2f49c897
729317,2014,1,3.2,Sunrisers Hyderabad,Mumbai Indians,AJ Finch,KL Rahul,PP Ojha,4,0,,,,,,,,,,b8d490fd,b17e2f24,6c6591ab
392186,2009,1,6.4,Kings XI Punjab,Kolkata Knight Riders,RS Bopara,KC Sangakkara,SC Ganguly,0,0,,,,,,caught,RS Bopara,,,7ca5e05d,6b71e6cf,725529bc
1136614,2018,2,14.1,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,KD Karthik,B Kumar,1,0,,,,,,,,,,1c17e270,c03f1114,2e81a32d
729307,2014,2,12.2,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa,YK Pathan,R Dhawan,1,0,,,,,,,,,,1c17e270,3c6ffae8,26a85969
1082645,2017,1,14.3,Kings XI Punjab,Rising Pune Supergiant,MM Sharma,I Sharma,BA Stokes,0,0,,,,,,,,,,759ac88f,5bb1a1c4,e087956b
1175370,2019,2,9.4,Chennai Super Kings,Mumbai Indians,KM Jadhav,MS Dhoni,RD Chahar,0,0,,,,,,,,,,99d63244,4a8a2e3b,2ed569a0
419127,2009/10,1,8.7,Kolkata Knight Riders,Kings XI Punjab,MK Tiwary,SC Ganguly,SJ Srivastava,1,0,,,,,,,,,,26e5cabf,725529bc,2049f3a0
501220,2011,2,18.6,Rajasthan Royals,Kings XI Punjab,AS Raut,DH Yagnik,RJ Harris,4,0,,,,,,,,,,c69a7b5c,063b3673,12eddf28
1304091,2022,1,8.4,Lucknow Super Giants,Delhi Capitals,KL Rahul,DJ Hooda,AR Patel,1,0,,,,,,,,,,b17e2f24,73ad96ed,2e171977
1254060,2021,1,8.1,Kolkata Knight Riders,Sunrisers Hyderabad,N Rana,RA Tripathi,Rashid Khan,0,0,,,,,,,,,,fb2d1dda,77255a9e,5f547c8b
548372,2012,2,10.4,Delhi Daredevils,Royal Challengers Bangalore,LRPL Taylor,Y Venugopal Rao,P Parameswaran,4,0,,,,,,,,,,b61a3e1a,fe763256,0c432afb
1082600,2017,1,17.5,Sunrisers Hyderabad,Mumbai Indians,V Shankar,NV Ojha,JJ Bumrah,1,0,,,,,,,,,,0994d0ae,890946a0,462411b3
1216514,2020/21,2,4.2,Royal Challengers Bangalore,Rajasthan Royals,V Kohli,D Padikkal,S Gopal,0,0,,,,,,,,,,ba607b88,2c25d4f5,7a8bd078
335999,2007/08,2,16.5,Kings XI Punjab,Deccan Chargers,DPMD Jayawardene,SE Marsh,SB Bangar,1,0,,,,,,,,,,d18f9182,508a1ea7,0604ef16
1136582,2018,1,19.5,Kings XI Punjab,Delhi Daredevils,AJ Tye,BB Sran,TA Boult,2,0,,,,,,,,,,7c7d63a2,d8b2f218,a818c1be
419130,2009/10,2,14.6,Deccan Chargers,Mumbai Indians,KAJ Roach,RG Sharma,Harbhajan Singh,1,0,,,,,,,,,,78eb4223,740742ef,8b5b6769
1136592,2018,1,15.3,Delhi Daredevils,Rajasthan Royals,V Shankar,GJ Maxwell,JC Archer,6,0,,,,,,,,,,0994d0ae,b681e71e,5574750c
548360,2012,1,13.5,Mumbai Indians,Royal Challengers Bangalore,AT Rayudu,KD Karthik,HV Patel,4,0,,,,,,,,,,70d205c9,c03f1114,f986ca1a
734029,2014,2,9.5,Sunrisers Hyderabad,Chennai Super Kings,S Dhawan,DA Warner,R Ashwin,1,0,,,,,,,,,,0a476045,dcce6f09,495d42a5
1304050,2022,1,0.4,Lucknow Super Giants,Gujarat Titans,Q de Kock,E Lewis,Mohammed Shami,1,0,,,,,,,,,,372455c4,0ebfb1ad,8cf9814c
980919,2016,2,7.1,Kings XI Punjab,Rising Pune Supergiants,M Vohra,M Vijay,M Ashwin,0,0,,,,,,,,,,c03e2850,4b57e452,e2db2409
1082623,2017,1,1.4,Sunrisers Hyderabad,Kings XI Punjab,S Dhawan,DA Warner,Anureet Singh,0,0,,,,,,,,,,0a476045,dcce6f09,69be866a
1304108,2022,2,19.1,Gujarat Titans,Chennai Super Kings,WP Saha,DA Miller,M Pathirana,4,0,,,,,,,,,,fe11caa6,d67d5f00,64839cb3
1216514,2020/21,1,0.1,Rajasthan Royals,Royal Challengers Bangalore,JC Buttler,SPD Smith,I Udana,0,0,,,,,,,,,,99b75528,30a45b23,ac5ae4af
548337,2012,1,14.5,Pune Warriors,Delhi Daredevils,MK Pandey,RV Uthappa,IK Pathan,2,0,,,,,,,,,,93b4fc78,1c17e270,5fa06777
501260,2011,1,4.3,Kings XI Punjab,Royal Challengers Bangalore,SE Marsh,AC Gilchrist,JJ van der Wath,0,0,,,,,,,,,,508a1ea7,2b6e6dec,6821ac10
598004,2013,1,0.6,Royal Challengers Bangalore,Sunrisers Hyderabad,TM Dilshan,CH Gayle,DW Steyn,0,5,5.0,,,,,,,,,5bdcdb72,db584dad,8fd1a8f5
1136593,2018,2,16.3,Kolkata Knight Riders,Chennai Super Kings,Shubman Gill,KD Karthik,L Ngidi,1,0,,,,,,,,,,b4b99816,c03f1114,f834dcfc
1216516,2020/21,2,4.6,Chennai Super Kings,Sunrisers Hyderabad,F du Plessis,AT Rayudu,KK Ahmed,0,1,1.0,,,,,,,,,3355b542,70d205c9,a2f46292
419108,2009/10,2,9.4,Delhi Daredevils,Kings XI Punjab,KD Karthik,G Gambhir,PP Chawla,1,0,,,,,,,,,,c03f1114,bb345e0b,98ae73b1
1082608,2017,2,4.4,Kolkata Knight Riders,Delhi Daredevils,MK Pandey,YK Pathan,Z Khan,0,0,,,,,,,,,,93b4fc78,3c6ffae8,91a4a398
1136570,2018,2,12.1,Sunrisers Hyderabad,Kolkata Knight Riders,KS Williamson,Shakib Al Hasan,SP Narine,1,0,,,,,,,,,,d027ba9f,7dc35884,9d430b40
1175358,2019,2,4.3,Mumbai Indians,Delhi Capitals,SA Yadav,Q de Kock,K Rabada,1,0,,,,,,,,,,271f83cd,372455c4,e62dd25d
548329,2012,2,10.6,Delhi Daredevils,Deccan Chargers,DA Warner,NV Ojha,MS Gony,2,0,,,,,,,,,,dcce6f09,890946a0,ae78bc32
548377,2012,1,4.6,Rajasthan Royals,Mumbai Indians,SR Watson,AM Rahane,SL Malinga,2,0,,,,,,,,,,4329fbb5,29e95537,a12e1d51
1178420,2019,2,15.4,Rajasthan Royals,Sunrisers Hyderabad,SPD Smith,SV Samson,B Kumar,0,0,,,,,,,,,,30a45b23,a4cc73aa,2e81a32d
501199,2011,1,9.2,Deccan Chargers,Rajasthan Royals,JP Duminy,IR Jaggi,J Botha,1,0,,,,,,,,,,2e8994e7,dded65e7,7c503806
829771,2015,1,5.5,Kolkata Knight Riders,Royal Challengers Bangalore,AD Russell,RV Uthappa,VR Aaron,4,0,,,,,,,,,,bbd41817,1c17e270,0a3d54b9
980917,2016,1,17.6,Mumbai Indians,Gujarat Lions,KH Pandya,TG Southee,DJ Bravo,4,0,,,,,,,,,,5b8c830e,13c35c9e,87e562a9
729295,2014,1,15.3,Kings XI Punjab,Sunrisers Hyderabad,DA Miller,GJ Maxwell,B Kumar,0,0,,,,,,caught,DA Miller,,,d67d5f00,b681e71e,2e81a32d
1082595,2017,2,4.2,Delhi Daredevils,Royal Challengers Bangalore,AP Tare,SW Billings,TS Mills,0,0,,,,,,,,,,855a210c,c16d4035,245c97cb
419152,2009/10,1,3.1,Mumbai Indians,Delhi Daredevils,SR Tendulkar,C Madan,PJ Sangwan,1,0,,,,,,,,,,d2c2b2d5,2eeb4370,9fc0ef64
392220,2009,1,13.6,Deccan Chargers,Rajasthan Royals,DR Smith,WPUJC Vaas,SK Trivedi,1,0,,,,,,,,,,35205dfc,bcce309e,3d7e087f
501207,2011,1,1.2,Kochi Tuskers Kerala,Pune Warriors,PA Patel,VVS Laxman,SB Wagh,0,0,,,,,,,,,,b5da6c24,de8cce37,dddca1d6
598062,2013,1,11.6,Chennai Super Kings,Delhi Daredevils,MS Dhoni,RA Jadeja,IK Pathan,0,0,,,,,,,,,,4a8a2e3b,fe93fd9d,5fa06777
392201,2009,2,12.6,Delhi Daredevils,Deccan Chargers,TM Dilshan,KD Karthik,DR Smith,0,0,,,,,,,,,,5bdcdb72,c03f1114,35205dfc
981009,2016,2,11.3,Sunrisers Hyderabad,Kolkata Knight Riders,S Dhawan,NV Ojha,Kuldeep Yadav,0,0,,,,,,caught,S Dhawan,,,0a476045,890946a0,8d2c70ad
1237181,2020/21,1,14.7,Delhi Capitals,Mumbai Indians,RR Pant,SS Iyer,NM Coulter-Nile,0,0,,,,,,caught,RR Pant,,,919a3be2,85ec8e33,56ab442f
734007,2014,1,13.1,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,NV Ojha,AR Patel,0,0,,,,,,,,,,dcce6f09,890946a0,2e171977
1304116,2022,2,11.5,Punjab Kings,Sunrisers Hyderabad,LS Livingstone,S Dhawan,J Suchith,0,1,1.0,,,,,,,,,50c6bc2b,0a476045,4125d931
335997,2007/08,1,17.5,Kolkata Knight Riders,Mumbai Indians,M Kartik,LR Shukla,CRD Fernando,1,0,,,,,,,,,,abfeb126,b1451597,342d8ade
1254110,2021,1,12.6,Chennai Super Kings,Delhi Capitals,MS Dhoni,AT Rayudu,AR Patel,1,0,,,,,,,,,,4a8a2e3b,70d205c9,2e171977
1082597,2017,1,7.3,Kolkata Knight Riders,Mumbai Indians,CA Lynn,MK Pandey,JJ Bumrah,0,0,,,,,,lbw,CA Lynn,,,45eda7c8,93b4fc78,462411b3
392206,2009,1,4.5,Chennai Super Kings,Delhi Daredevils,M Vijay,ML Hayden,A Nehra,0,0,,,,,,caught,M Vijay,,,4b57e452,d8699ab7,96fd40ae
1254059,2021,1,15.6,Chennai Super Kings,Delhi Capitals,RA Jadeja,SM Curran,Avesh Khan,1,0,,,,,,,,,,fe93fd9d,e94915e6,eef2536f
1082602,2017,2,2.4,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,N Rana,S Badree,0,0,,,,,,bowled,RG Sharma,,,740742ef,fb2d1dda,76388dc8
548320,2012,2,2.6,Kolkata Knight Riders,Rajasthan Royals,G Gambhir,JH Kallis,J Botha,0,0,,,,,,,,,,bb345e0b,86dc8f2e,7c503806
1082628,2017,1,16.3,Royal Challengers Bangalore,Mumbai Indians,KM Jadhav,P Negi,JJ Bumrah,4,0,,,,,,,,,,99d63244,f62772e5,462411b3
392239,2009,2,2.7,Royal Challengers Bangalore,Deccan Chargers,JH Kallis,MK Pandey,RJ Harris,0,1,,,,1.0,,,,,,86dc8f2e,93b4fc78,12eddf28
829749,2015,1,13.3,Rajasthan Royals,Royal Challengers Bangalore,STR Binny,SPD Smith,D Wiese,1,0,,,,,,,,,,bd17b45f,30a45b23,aa8d28ae
1254074,2021,2,3.4,Punjab Kings,Mumbai Indians,MA Agarwal,KL Rahul,TA Boult,1,0,,,,,,,,,,00ea847a,b17e2f24,a818c1be
419108,2009/10,2,8.4,Delhi Daredevils,Kings XI Punjab,KD Karthik,G Gambhir,YA Abdulla,2,0,,,,,,,,,,c03f1114,bb345e0b,4353bba5
